he,ihc,ihc_pred,psnr,ssim
./data/test/HE/00000_test_1+.png,./data/test/IHC/00000_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00000_test_1+.png,26.973767495601656,0.6627646599839916
./data/test/HE/00001_test_2+.png,./data/test/IHC/00001_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00001_test_2+.png,27.369136807491145,0.7390465128551286
./data/test/HE/00002_test_2+.png,./data/test/IHC/00002_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00002_test_2+.png,21.27383521209932,0.46143980390157885
./data/test/HE/00003_test_3+.png,./data/test/IHC/00003_test_3+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00003_test_3+.png,22.080309711828935,0.749928307294522
./data/test/HE/00004_test_0.png,./data/test/IHC/00004_test_0.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00004_test_0.png,28.82542523314474,0.8236181210726582
./data/test/HE/00005_test_1+.png,./data/test/IHC/00005_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00005_test_1+.png,29.139354308995866,0.8904495175298615
./data/test/HE/00006_test_3+.png,./data/test/IHC/00006_test_3+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00006_test_3+.png,13.032269748804362,0.20738127366726844
./data/test/HE/00007_test_1+.png,./data/test/IHC/00007_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00007_test_1+.png,25.50640244286212,0.49861867129532284
./data/test/HE/00008_test_3+.png,./data/test/IHC/00008_test_3+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00008_test_3+.png,30.046709584102594,0.8237651519112553
./data/test/HE/00009_test_2+.png,./data/test/IHC/00009_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00009_test_2+.png,23.226398628963537,0.6906848360285229
./data/test/HE/00010_test_1+.png,./data/test/IHC/00010_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00010_test_1+.png,22.893403059701953,0.6811857995042656
./data/test/HE/00011_test_3+.png,./data/test/IHC/00011_test_3+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00011_test_3+.png,27.7664358619338,0.8373910317061214
./data/test/HE/00012_test_1+.png,./data/test/IHC/00012_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00012_test_1+.png,25.17844131032843,0.5461368697190464
./data/test/HE/00013_test_0.png,./data/test/IHC/00013_test_0.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00013_test_0.png,17.128835308175667,0.3275744542190007
./data/test/HE/00014_test_2+.png,./data/test/IHC/00014_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00014_test_2+.png,19.252668788367902,0.3950098394086597
./data/test/HE/00015_test_1+.png,./data/test/IHC/00015_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00015_test_1+.png,21.763651579254297,0.3698616497463345
./data/test/HE/00016_test_1+.png,./data/test/IHC/00016_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00016_test_1+.png,24.45936826920782,0.47496801123627413
./data/test/HE/00017_test_1+.png,./data/test/IHC/00017_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00017_test_1+.png,23.026767864972474,0.5082426949761928
./data/test/HE/00018_test_2+.png,./data/test/IHC/00018_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00018_test_2+.png,25.245157865729816,0.6704496895373976
./data/test/HE/00019_test_2+.png,./data/test/IHC/00019_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00019_test_2+.png,15.125396796398478,0.6156111847752251
./data/test/HE/00020_test_1+.png,./data/test/IHC/00020_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00020_test_1+.png,26.42581014807734,0.697566935141595
./data/test/HE/00021_test_1+.png,./data/test/IHC/00021_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00021_test_1+.png,21.94924204410445,0.6094322732261187
./data/test/HE/00022_test_2+.png,./data/test/IHC/00022_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00022_test_2+.png,24.499332168146445,0.6395519376594613
./data/test/HE/00023_test_2+.png,./data/test/IHC/00023_test_2+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00023_test_2+.png,22.839471820522398,0.5496170373274659
./data/test/HE/00024_test_1+.png,./data/test/IHC/00024_test_1+.png,./evaluations/stainer_basic_cmp/exp4/model_best_psnr_tta/IHC_pred/00024_test_1+.png,23.4164612453447,0.49128770550841033
