he,ihc,ihc_pred,psnr,ssim
./data/test/HE/00000_test_1+.png,./data/test/IHC/00000_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00000_test_1+.png,28.16804268424707,0.6769801514516356
./data/test/HE/00001_test_2+.png,./data/test/IHC/00001_test_2+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00001_test_2+.png,28.137698722986123,0.7505940554799003
./data/test/HE/00002_test_2+.png,./data/test/IHC/00002_test_2+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00002_test_2+.png,22.015543593004978,0.4802293240296896
./data/test/HE/00003_test_3+.png,./data/test/IHC/00003_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00003_test_3+.png,26.230878748231486,0.7845479800723648
./data/test/HE/00004_test_0.png,./data/test/IHC/00004_test_0.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00004_test_0.png,29.529806229216504,0.8397650324544355
./data/test/HE/00005_test_1+.png,./data/test/IHC/00005_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00005_test_1+.png,33.514463790846726,0.8930483170693173
./data/test/HE/00006_test_3+.png,./data/test/IHC/00006_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00006_test_3+.png,12.991354344308082,0.2177572160462664
./data/test/HE/00007_test_1+.png,./data/test/IHC/00007_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00007_test_1+.png,25.34543230723141,0.5011657717863165
./data/test/HE/00008_test_3+.png,./data/test/IHC/00008_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00008_test_3+.png,30.48691748318003,0.8316956585578364
./data/test/HE/00009_test_2+.png,./data/test/IHC/00009_test_2+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00009_test_2+.png,23.020900301919013,0.6879618381157541
./data/test/HE/00010_test_1+.png,./data/test/IHC/00010_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00010_test_1+.png,22.346812645653703,0.6842010084867466
./data/test/HE/00011_test_3+.png,./data/test/IHC/00011_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00011_test_3+.png,29.06819664274394,0.854825183986672
./data/test/HE/00012_test_1+.png,./data/test/IHC/00012_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr_tta/IHC_pred/00012_test_1+.png,25.587106421735406,0.5629626560348703
