he,ihc,ihc_pred,psnr,ssim
./data/test/HE/00000_test_1+.png,./data/test/IHC/00000_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00000_test_1+.png,27.026257966164053,0.6313516270385451
./data/test/HE/00001_test_2+.png,./data/test/IHC/00001_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00001_test_2+.png,27.190969428790915,0.7069641355192492
./data/test/HE/00002_test_2+.png,./data/test/IHC/00002_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00002_test_2+.png,20.703498303361414,0.37907139562688413
./data/test/HE/00003_test_3+.png,./data/test/IHC/00003_test_3+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00003_test_3+.png,24.27985823224448,0.7007548966735411
./data/test/HE/00004_test_0.png,./data/test/IHC/00004_test_0.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00004_test_0.png,28.76348547432618,0.8234260013387512
./data/test/HE/00005_test_1+.png,./data/test/IHC/00005_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00005_test_1+.png,32.25427443516074,0.8636230297610688
./data/test/HE/00006_test_3+.png,./data/test/IHC/00006_test_3+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00006_test_3+.png,12.689006602051487,0.16228476380790066
./data/test/HE/00007_test_1+.png,./data/test/IHC/00007_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00007_test_1+.png,24.301568122530533,0.4166822069365031
./data/test/HE/00008_test_3+.png,./data/test/IHC/00008_test_3+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00008_test_3+.png,29.506915434996912,0.789915910906479
./data/test/HE/00009_test_2+.png,./data/test/IHC/00009_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00009_test_2+.png,21.801081108286837,0.6555097200433152
./data/test/HE/00010_test_1+.png,./data/test/IHC/00010_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00010_test_1+.png,19.04123265763684,0.6578821171390211
./data/test/HE/00011_test_3+.png,./data/test/IHC/00011_test_3+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00011_test_3+.png,26.861766490094784,0.8026991990861205
./data/test/HE/00012_test_1+.png,./data/test/IHC/00012_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00012_test_1+.png,24.50686872376512,0.4977941934436932
./data/test/HE/00013_test_0.png,./data/test/IHC/00013_test_0.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00013_test_0.png,14.522258332793276,0.2736764425827641
./data/test/HE/00014_test_2+.png,./data/test/IHC/00014_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00014_test_2+.png,19.069180483157734,0.34438044598094614
./data/test/HE/00015_test_1+.png,./data/test/IHC/00015_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00015_test_1+.png,20.848342060711254,0.2916011851649751
./data/test/HE/00016_test_1+.png,./data/test/IHC/00016_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00016_test_1+.png,23.498098529086015,0.4068145628640363
./data/test/HE/00017_test_1+.png,./data/test/IHC/00017_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00017_test_1+.png,22.961131849355265,0.452383361386606
./data/test/HE/00018_test_2+.png,./data/test/IHC/00018_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00018_test_2+.png,24.847318340180756,0.6108475375241716
./data/test/HE/00019_test_2+.png,./data/test/IHC/00019_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00019_test_2+.png,20.484873391782735,0.6111436530757363
./data/test/HE/00020_test_1+.png,./data/test/IHC/00020_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00020_test_1+.png,26.26854291115608,0.6586383645992541
./data/test/HE/00021_test_1+.png,./data/test/IHC/00021_test_1+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00021_test_1+.png,20.974459570853732,0.5696728336543574
./data/test/HE/00022_test_2+.png,./data/test/IHC/00022_test_2+.png,./evaluations/stainer_basic_cmp/exp3/model_best_psnr/IHC_pred/00022_test_2+.png,24.12930396374444,0.6033347626493568
