he,ihc,ihc_pred,psnr,ssim
./data/test/HE/00000_test_1+.png,./data/test/IHC/00000_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00000_test_1+.png,26.88653270734683,0.5798472940381674
./data/test/HE/00001_test_2+.png,./data/test/IHC/00001_test_2+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00001_test_2+.png,27.51914594710696,0.6984882717585416
./data/test/HE/00002_test_2+.png,./data/test/IHC/00002_test_2+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00002_test_2+.png,21.46768462465812,0.3941482699095135
./data/test/HE/00003_test_3+.png,./data/test/IHC/00003_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00003_test_3+.png,25.977711078049914,0.7518804278409396
./data/test/HE/00004_test_0.png,./data/test/IHC/00004_test_0.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00004_test_0.png,29.131941225328116,0.818319004010983
./data/test/HE/00005_test_1+.png,./data/test/IHC/00005_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00005_test_1+.png,32.661846684502855,0.8565880375464365
./data/test/HE/00006_test_3+.png,./data/test/IHC/00006_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00006_test_3+.png,12.632677597557135,0.16524707340320507
./data/test/HE/00007_test_1+.png,./data/test/IHC/00007_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00007_test_1+.png,24.28858215242238,0.4260396617283147
./data/test/HE/00008_test_3+.png,./data/test/IHC/00008_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00008_test_3+.png,30.01986116556372,0.8056348413962646
./data/test/HE/00009_test_2+.png,./data/test/IHC/00009_test_2+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00009_test_2+.png,22.27730848312046,0.6537854598537279
./data/test/HE/00010_test_1+.png,./data/test/IHC/00010_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00010_test_1+.png,21.77181074036335,0.6653632984279413
./data/test/HE/00011_test_3+.png,./data/test/IHC/00011_test_3+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00011_test_3+.png,28.673273597509443,0.8273359126225137
./data/test/HE/00012_test_1+.png,./data/test/IHC/00012_test_1+.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00012_test_1+.png,24.679992277509477,0.5080855776739625
./data/test/HE/00013_test_0.png,./data/test/IHC/00013_test_0.png,./evaluations/stainer_basic_cmp/exp2/model_best_psnr/IHC_pred/00013_test_0.png,14.80910574216157,0.30624774046933756
